Gender,Age,State,Mode of Entry,EDT 111 (2),ITE 101 (2),EDT 112 (2),ITE 102 (2),EDT 113 (2),ITE 103 (2),EDT 114 (2),ITE 104 (2),EDT 115 (2),ITE 105 (2),EDT 116 (2),GNS 111 (2),EDU 111 (2),GNS 112 (2),EDU 112 (2),ASE 114 (2),SSE 115 (2),ASE 116 (2),EDT 117 (2),EDT 118 (2),EDT 119 (2),EDT 120 (2),EDT 121 (2),EDT 122 (2),EDT 123 (2),EDT 124 (2),ITE 201 (2),SSE 201 (2),EDT 211 (2),SSE 202 (2),ITE 202 (2),GSE 202 (2),EDU 212 (2),EDU 211 (2),EDT 212 (2),ITE 203 (2),EDT 203 (3),EDT 214 (2),ITE 204 (2),EDT 215 (2),ITE 206 (2),ITE 207 (2),ITE 208 (2),GNS 211 (2),GNS 212 (2),EDT 213 (2),EDU 213 (2),EDU 214 (2),EDU 215 (2),EDU 216 (2),EDT 216 (2),EDT 217 (2),EDT 218 (2),EDT 219 (2),EDT 220 (2),EDT 221 (2),EDT 222 (2),EDT 223 (1),EDT 224 (2),EDT 225 (2),EDT 226 (2),EDT 227 (2),EDT 228 (2),EDT 229 (2),EDT 230 (2),EDT 311 (2),ITE 301 (2),GSE 301 (3),SSE 302 (2),EDT 312 (2),ITE 302 (2),EDT 313 (2),ITE 303 (2),EDT 314 (2),ITE 304 (2),SSE 304 (3),AED 305 (2),EDT 315 (2),EDT 316 (2),ITE 306 (2),EDT 317 (2),EDT 318 (2),EDT 319 (2),ITE 307 (2),ITE 308 (2),EDT 310 (2),HED 310 (2),GNS 311 (2),EDU 311 (2),GNS 312 (1),EDU 312 (2),EDU 313 (2),EDU 314 (2),EDU 315 (2),EDU 316 (3),EDT 320 (2),EDT 321 (2),EDT 322 (2),EDT 323 (2),EDT 324 (2),EDT 325 (2),EDT 326 (2),EDT 327 (2),EDT 328 (2),EDT 329 (2),DLC 400 (0),EDT 411 (3),EDU 412 (2),EDT 412 (2),AED 403 (2),EDT 413 (2),SSE 404 (2),EDT 414 (2),SED 405 (2),EDT 415 (2),SED 406 (2),EMA 407 (2),CED 408 (2),EDT 410 (2),EDU 411 (4),EDU 413 (2),EDU 414 (2),EDU 415 (2),EDU 416 (2),EDT 416 (2),EDU 417 (2),EDT 417 (2),EDT 418 (2),EDT 419 (2),EDT 420 (2),EDT 421 (2),EDT 422 (2),EDT 423 (2),EDT 424 (2),EDT 425 (2),EDU 499 (4),Final CGPA,Class of Degree
Male,19,kogi,UTME,89,,78,,,,72,,58,,,52,56,57,58,,,,,66,70,,46,,,68,,,64,,,57,72,63,51,,,84,,,,,,72,52,67,65,73,62,61,,,,66,,80,67,,,,70,,,,,73,,61,,63,,64,,60,,,,61,67,,,,,,,,,52,70,55,68,70,68,77,65,73,74,,,,,,62,,,,66,73,,,64,,69,,,,,,,62,69,65,54,69,69,60,,70,75,72,,77,,,,58,4.044303797,Second Class Upper
Female,19,kwara,UTME,72,,67,,,,65,,,,,45,45,45,69,,,,71,50,55,,56,,,65,,,55,,,45,55,57,51,,,74,,,,,,62,45,56,55,63,71,56,,,,62,,66,69,,,,60,,,,,61,,66,,61,,77,,57,,,,60,65,,,,,,,,,45,70,48,60,58,54,73,45,64,70,,,,,,63,,,,64,46,,,74,,61,,,,,,,55,62,54,58,66,62,57,,60,71,70,,77,,,,61,3.525,Second Class Upper
Female,19,ekiti,UTME,73,,76,,,,66,,67,,,48,57,60,65,,,,,50,65,57,61,,,58,,,45,,,45,56,56,53,,,72,,,,,,57,51,50,60,63,50,62,,,,62,,49,70,,,,65,,,,50,50,,77,,63,,57,,48,,,,46,51,,,,,,,,,45,61,45,51,46,45,66,45,58,61,,,,,,57,,,,45,50,,,45,,58,,,,,,,67,55,48,53,66,66,49,,71,62,60,,66,,,,68,3.234939759,Second Class Lower
Female,21,osun,UTME,87,,80,,67,,76,,72,,,58,50,64,73,,,,55,75,70,,,,,73,,,61,,,45,71,80,77,,,79,,,,,,69,60,68,71,80,79,69,,,,88,,76,76,,,,61,,,,,73,,70,,61,,81,,60,,,,52,57,,,,,,,,,54,65,72,70,76,71,88,65,74,70,,,,,,70,,,,52,72,,,82,,66,,,,,,,66,88,63,74,78,76,61,,75,87,74,,81,,,,71,4.41875,Second Class Upper
Female,21,oyo,UTME,84,,68,,,,70,,66,,,59,65,65,63,,,,,61,68,,70,,,70,,,46,,,62,58,60,50,,,64,,,,,,70,45,60,67,60,64,52,,,,69,,62,62,,,,63,,,,,61,,74,,63,,68,,55,,,,50,75,,,,,,,,,45,62,57,51,62,45,69,53,61,66,,,,,,57,,,,58,66,,,71,,65,,,,,,,61,76,47,64,59,65,49,,58,53,71,,72,,,,64,3.603658537,Second Class Upper
Male,15,kogi,UTME,77,,69,,61,,73,,76,,,47,61,55,56,,,,76,50,68,,,,,63,,,55,,,45,45,48,53,,,67,,,,,,66,47,45,51,72,54,58,,,,74,,55,68,,,61,60,,,,,51,,48,,60,,55,,65,,,,45,60,,,,,,,,,45,50,55,57,61,54,65,46,53,67,,,64,,,57,,,,58,60,,,52,,71,,,,,,,60,50,57,53,69,75,47,,63,52,64,,66,,,,50,3.156069364,Second Class Lower
Female,16,kwara,UTME,71,,67,,,,59,,,,,45,54,45,55,,,,61,45,66,,57,,,61,,,48,,,45,61,57,70,,,78,,,,,,66,47,45,58,66,62,57,,,,74,,62,66,,,,66,,,,,60,,73,,62,,70,,67,,,,58,55,,,,,,,,,53,64,53,57,73,62,73,52,67,72,,,,,,64,,,,56,54,,,70,,60,,,,,,,57,71,52,57,73,75,46,,63,65,79,,70,,,,71,3.5875,Second Class Upper
Female,16,edo,UTME,90,,80,,58,,77,,54,,,74,63,71,71,,,,,63,67,,,,,71,,,62,,,59,68,66,63,,,73,,,,,,72,53,62,70,77,81,70,,,,80,,70,74,,,,67,,,,,71,,60,,64,,52,,60,,,,56,51,,,,,,,,,62,60,60,68,62,68,71,53,70,68,,,83,,,54,,,,48,65,,,46,,69,,,,,,,66,74,60,60,76,69,63,,70,81,68,,77,,,,70,4.062111801,Second Class Upper
Female,18,lagos,UTME,88,,68,,57,,64,,58,,,56,54,54,70,,,,,66,63,47,61,,,63,,,45,,,59,54,57,71,,,64,,,,,,58,47,57,62,62,63,50,,,,67,,51,55,,,,63,,,,,56,,55,,63,,79,,62,,,,57,57,,57,,,,,,,45,67,53,59,76,58,69,49,66,67,,,,,,61,,,,72,62,,,56,,66,,,,,,,60,64,57,47,65,68,53,,58,76,70,,71,,,,65,3.452941176,Second Class Lower
Male,18,kwara,UTME,95,,80,,,,81,,,,,60,63,60,71,,,,76,89,70,,76,,,78,,,67,,,47,71,79,79,,,91,,,,,,76,63,68,67,72,88,85,,,,90,,85,79,,,,70,,,,,70,,65,,66,,76,,61,,,,60,73,,,,,,,,,70,64,61,76,80,75,87,78,76,72,66,,,,,54,,,,77,75,,,79,,71,,,,,,,60,84,69,78,75,69,74,,63,65,78,,81,,,,67,4.525,First Class
Male,20,osun,UTME,79,,56,,72,,57,,66,,,45,50,45,62,,,,,56,73,,,,,60,,,54,,,45,54,45,70,,,55,,,,,,57,45,45,58,52,59,54,,,,62,,53,64,,,,61,,,,,46,,75,,45,,67,,47,,,,52,51,,,,,,,,,45,58,45,45,68,45,65,45,46,71,,,,,,57,,,,47,50,,,58,,52,,,,,,,60,56,45,45,48,61,45,,54,45,45,,53,,,,61,3.067901235,Second Class Lower
Male,20,kwara,UTME,84,,64,,74,,70,,73,,,46,61,45,51,,,,,70,74,,,,62,48,,,45,,,45,51,61,59,,,66,,,,,,57,45,62,55,65,51,50,,,,72,,56,71,,,,70,,,,,55,,72,,73,,70,,48,,,,63,57,,,,,,,,,45,67,49,60,70,51,60,45,71,60,,,,,,76,,,,53,60,,,67,,64,,,,,,,64,56,55,49,55,70,52,,60,64,52,,56,,,,60,3.580246914,Second Class Upper
Male,22,kwara,UTME,91,,75,,62,,70,,64,,,45,57,45,65,,,,,45,65,,,,,60,,,45,,,45,46,49,56,,,70,,,,,,57,45,64,55,59,60,52,,,,61,,55,67,,,56,65,,,,,57,,75,,70,,68,,57,,,,46,56,,,,,,,,,45,63,49,51,53,46,59,45,57,80,,,,,,72,,,,50,57,,,67,,64,,,,,,,61,64,45,50,63,61,49,,57,62,62,,68,,,,68,3.353658537,Second Class Lower
Male,20,ondo,UTME,99,,82,,65,,74,,74,,,71,57,66,83,,,,,83,62,70,74,,,78,,,67,,,59,70,77,86,,,87,,,,,,81,56,66,71,82,82,66,,,,84,74,90,73,,,,70,,,,,70,,74,,61,,77,,71,,,,70,77,,,,,,,,,55,60,81,77,80,70,85,85,58,81,,,,,,70,,,,60,68,,,77,,71,,,,,,,60,84,77,78,66,66,82,,65,90,81,,79,,,,71,4.615853659,First Class
Male,23,kwara,UTME,82,,71,,,,52,,68,,,51,48,55,63,,,,58,62,66,,60,,,73,,,63,,,45,60,58,73,,,74,,,,,,64,57,59,60,62,73,63,,,,60,,64,64,,,,66,,,,,45,,64,,62,,64,,54,,,,54,64,,,,,,,,,46,63,57,55,64,63,67,45,66,70,58,,,,,64,,,,48,49,,,68,,59,,,,,,,58,66,58,65,61,63,54,,65,91,65,,63,,,,60,3.448863636,Second Class Lower
Female,17,oyo,UTME,82,,57,,58,,62,,76,,,57,59,74,64,,,,,50,63,,,,,56,,,51,,,48,55,50,65,,,74,,,,,,60,46,56,51,72,58,59,,,,53,,51,66,,,,63,,,,,56,,63,,62,,57,,51,,,,57,52,,,,,,,,,45,60,52,51,47,52,56,45,60,55,30,,,,,58,,,,46,58,,,45,,67,,,,,,,62,51,59,52,66,59,58,,63,66,58,,71,,,,64,3.165644172,Second Class Lower
Female,17,kwara,UTME,85,,62,,,,58,,50,,,45,56,47,55,,,,40,62,64,,56,,,70,,,45,,,45,56,71,56,,,49,,,,,,53,45,46,50,52,45,45,,,,51,,49,48,,,,64,,,,,57,,61,,66,,57,,48,,,,48,53,,,,,,,,,45,58,57,45,65,48,66,52,70,68,,,,,,63,,,,45,45,,,60,,61,,,,,,,61,56,48,45,63,66,46,,60,60,66,,66,,,,64,2.993939394,Second Class Lower
Male,18,kwara,UTME,88,,77,,,,67,,78,,,57,63,50,60,,,,68,62,71,,56,,,68,,,47,,,49,52,55,64,,,71,,,,,,52,45,55,45,67,60,51,,,,69,,68,53,,,,64,,,,,58,,70,,64,,68,,54,,,,63,59,,,,,,,,,45,58,63,54,62,56,61,54,70,71,,,,,,73,,,,58,66,,,61,,71,,,,,,,56,73,60,57,60,59,57,,60,57,66,,77,,,,60,3.536144578,Second Class Upper
Male,17,kogi,UTME,53,,55,,,,48,,25,,,45,56,50,49,,,,55,50,65,,,,,70,,,56,,,45,48,46,45,,,61,,,,,,52,45,51,57,59,47,49,,,,47,,52,59,,,,65,,,,,52,,79,,63,,50,,45,,,,46,57,,,,,,,,,45,56,49,56,47,47,51,45,63,51,30,,,,,56,,,,45,65,,,54,,66,,,,,,,57,51,57,46,52,66,45,,67,75,65,,71,,,,60,2.827380952,Second Class Lower
Male,20,kogi,UTME,76,,62,,56,,60,,64,,,45,45,45,53,,,,,50,67,,,,,70,,,52,,,45,49,49,66,,,75,,,,,,56,45,53,50,68,55,55,,,,67,,50,59,,,50,66,,,,,50,,46,,66,,60,,51,,,,45,50,,,,,,,,,48,53,45,45,48,50,61,45,63,61,50,,,,,58,,,,49,54,,,60,,53,,,,,,,56,54,53,47,55,55,52,,63,72,70,,58,,,,60,3.117283951,Second Class Lower
Male,17,ekiti,UTME,84,,80,,53,,64,,55,,,56,52,52,70,,,,52,70,58,,,,,71,,,51,,,45,61,55,75,,,64,,,,,,67,45,57,62,65,73,59,,,,60,64,59,65,,,,61,,,,,57,,71,,66,,68,,62,,,,60,60,,,,,,,,,45,62,60,53,67,60,74,57,67,73,,,,,,54,,,,60,58,,,72,,64,,,,,,,61,64,50,58,63,64,56,,67,85,71,,70,,,,60,3.75308642,Second Class Upper
Male,26,kwara,UTME,80,,66,,,,62,,73,,,45,46,46,51,,,,,58,65,,50,,,61,,,51,,,45,64,58,54,,,66,,,,,,55,45,64,46,58,66,53,,,,71,,63,73,,,,65,,,,,60,,63,,67,,63,,58,,,,52,50,,,,,,,,,45,65,47,45,70,52,55,55,62,56,,,,,,63,,,,45,62,,,55,,58,,,,,,,62,67,57,60,57,67,55,,61,57,57,,72,,,,65,3.424050633,Second Class Lower
Male,21,kwara,UTME,81,,64,,,,59,,,,,45,55,45,50,,,,47,45,70,,45,,,68,,,51,,,45,48,52,51,,,67,,,,,,56,45,50,52,66,51,55,,,,70,,50,63,,,,62,,,,,56,,68,,70,,67,,54,,,,55,49,,,,,,,,,45,56,60,53,70,53,62,45,65,71,,,,,,56,,,,63,63,,,64,,65,,,,,,,56,72,48,52,54,62,54,,57,65,45,,71,,,,50,3.134146341,Second Class Lower
Female,16,kwara,UTME,92,,75,,65,,67,,77,,,45,48,47,73,,,,,82,67,,,,,67,,,52,,,45,54,63,59,,,72,,,,,,63,48,63,61,65,69,61,,,,63,,71,61,,,,67,,,,,55,,60,,65,,70,,62,,,,53,66,,,,,,,,,49,58,62,67,66,67,73,53,70,76,,,,,,61,,,,55,65,,,54,,66,,,,,,,64,62,60,59,71,69,65,,51,78,52,,73,,,,67,3.7875,Second Class Upper
Female,17,ogun,UTME,93,,64,,,,61,,70,,,66,64,66,60,,,,,45,67,,54,,,59,,,53,,,50,54,67,71,,,71,,,,,,68,45,60,46,69,67,53,,,,49,,57,73,,,,62,,,,,48,,57,,65,,58,,61,,,,45,54,,,,,,,,,45,64,48,62,45,54,62,52,68,55,,,,,,54,,,,45,64,,,45,,61,,,,,,,54,65,51,58,60,62,48,,55,51,51,,76,,,,66,3.262195122,Second Class Lower
Male,18,kwara,UTME,83,,77,,,,50,,74,,,48,59,60,72,,,,72,71,69,,51,,,71,,,51,,,47,50,54,50,,,65,,,,,,49,45,57,57,67,60,48,,,,75,,64,63,,,,70,,,,,62,,71,,71,,82,,60,,,,55,59,,,,,,,,,45,61,51,63,58,61,70,45,68,74,,,,,,71,,,,58,63,,,50,,65,,,,,,,62,53,61,54,55,64,45,,66,65,62,,69,,,,62,3.567073171,Second Class Upper
Male,18,kwara,UTME,83,,79,,,,70,,79,,,48,59,56,60,,,,68,68,67,,62,,72,62,,,54,,,45,52,70,66,,,69,,,,,,57,45,66,47,54,71,55,,,,68,,62,72,,,,67,,,,,57,,60,,70,,74,,58,,,,45,59,,,,,,,,,45,65,62,64,70,50,65,50,73,74,,,,,,54,,,,46,62,,,63,,68,,,,,,,61,62,54,63,57,64,70,,70,79,64,,75,,,,63,3.820987654,Second Class Upper
Male,22,kwara,UTME,83,,75,,58,,69,,80,,,64,60,56,62,,,,,81,76,,,,,73,,,51,,,48,53,65,60,,,80,,,,,,60,48,61,50,63,62,64,,,,58,,78,72,,,63,70,,,,,52,,70,,73,,58,,50,,,,57,67,,,,,,,,,46,70,67,66,48,51,69,57,67,70,,,67,,,60,,,,63,71,,,75,,71,,,,,,,58,73,63,58,65,63,62,,68,72,80,,80,,,,62,3.89375,Second Class Upper
Female,20,kwara,UTME,76,,60,,57,,63,,54,,,45,45,45,55,,,,,45,65,,57,,,61,,,46,,,45,45,61,55,,,62,,,,,,57,45,53,57,59,52,48,,,,66,,56,65,,,,65,,,,,45,,63,,64,,67,,45,,,,46,56,,,,,,,,,45,57,45,47,70,53,58,50,52,60,,,,,,63,,,,48,45,,,52,,58,,,,,,,63,59,56,45,53,56,45,,67,54,48,,71,,,,62,3.030487805,Second Class Lower
Male,16,ekiti,UTME,87,,75,,,,80,,,,,53,57,67,61,,,,77,72,68,,66,,,67,,,53,,,48,52,45,56,,,68,,,,,,57,46,53,57,67,62,59,,,,75,,61,77,,,70,68,,,,,52,,71,,45,,48,,68,,,,51,84,,,,,,,,,48,58,73,61,54,58,63,56,62,73,,,56,,,61,,,,48,74,,,45,,67,,,,,,,60,54,59,57,61,67,54,,52,74,68,,71,,,,64,3.567073171,Second Class Upper
Male,16,kwara,UTME,87,,74,,,,62,,78,,,45,59,47,50,,,,,66,70,,54,,,68,,,50,,,45,55,64,69,,,57,,,,,,51,45,50,50,66,61,50,,,,45,,62,49,,,,71,,,,,70,,73,,48,,66,,47,,,,54,48,,,,,,,,,45,58,47,45,64,45,60,48,56,62,,,,,,45,,,,60,56,,,64,,62,,,,,,,54,51,51,54,53,60,45,,47,45,60,,59,,,,67,3.054216867,Second Class Lower
Female,18,ogun,UTME,85,,79,,,,63,,93,,,54,54,45,61,,,,75,58,68,,,,,70,,,46,,,45,51,49,61,,,81,,,,,,45,45,62,51,66,51,55,,,,61,,50,74,,,,62,,,,,63,,80,,71,,62,,65,,,,63,50,,,,,,,,,45,58,59,57,76,46,63,45,67,61,,,,,,60,,,,51,53,,,67,,72,,,,,,,61,66,50,52,62,58,54,,60,74,70,,75,,,,62,3.591194969,Second Class Upper
Male,21,akwa ibom,UTME,95,,70,,58,,69,,73,,,54,67,54,72,,,,,50,66,,,,,66,,,61,,,45,59,60,53,,,73,,,,,,68,50,64,50,77,74,65,,,,76,,74,72,,,,66,,,,,54,,60,,72,,70,,56,,,,54,68,,,,,,,,,45,64,60,66,70,68,67,52,47,61,,,,,,57,,,,51,62,,,50,,62,,,,,,,52,65,57,65,73,67,63,,63,64,63,,76,,,,68,3.82278481,Second Class Upper
Female,19,kogi,UTME,91,,79,,57,,74,,62,,,64,61,60,65,,,,,50,64,,,,,71,,,58,,,45,58,69,66,,,79,,,,,,59,53,51,72,72,64,58,,,,66,,67,62,,,,64,,,,,64,,75,,68,,56,,57,,,,60,57,,,,,,,,,45,62,63,61,65,69,60,45,71,70,,,,,,57,,,,45,72,,,61,,70,,,,,,,69,81,62,65,74,72,69,,56,68,76,,76,,,,60,3.644171779,Second Class Upper
Male,20,kogi,UTME,81,,71,,71,,65,,58,,,60,59,60,62,,,,,66,50,,,,,70,,,53,,,45,53,62,56,,,62,,,,,,76,45,57,58,64,61,56,,,,65,,58,67,,,53,55,,0,,,56,,57,,47,,51,,63,,,,53,58,,,,,,,,,45,68,45,49,57,45,49,45,55,60,,,,,,73,,,,50,58,,,45,,60,,,,,,,62,55,60,60,60,75,53,,58,57,50,,71,,,,61,3.127906977,Second Class Lower
Female,19,ondo,UTME,66,,69,,57,,63,,56,,,49,51,54,53,,,,,52,67,47,,,,73,,,48,,,45,49,56,59,,,66,,,,,,60,45,55,47,57,53,47,,,,53,,48,65,,,,67,,,,,45,,96,,66,,58,,51,,,,57,55,,,,,,,,,45,63,45,46,62,45,61,45,57,75,,,,,,54,,,,60,55,,,51,,63,,,,,,,60,65,58,45,62,54,54,,60,64,71,,71,,,,64,2.98816568,Second Class Lower
Female,18,ogun,UTME,89,,79,,,,68,,52,,,55,57,54,60,,,,,66,64,,60,,,70,,,50,,,51,61,61,65,,,70,,,,,,66,45,65,54,74,63,66,,,,62,,51,67,,,,64,,,,,53,,86,,67,,82,,61,,,,50,60,,,,,,,,,53,61,61,62,75,55,78,53,71,80,,,,,,67,,,,70,63,,,74,,62,,,,,,,63,72,52,59,72,57,56,,52,79,62,,69,,,,64,3.917721519,Second Class Upper
Female,16,benue,UTME,76,,76,,61,,52,,64,,,48,57,54,57,,,,,51,64,,,,,71,,,55,,,45,51,52,61,,,66,,,,,,60,46,53,54,64,52,54,,,,52,,61,63,,,,64,,,,,54,,89,,69,,76,,50,,,,50,47,,,,,,,,,45,60,45,52,61,59,69,45,61,71,,,,,,60,,,,52,54,,,68,,58,,,,,,,66,70,53,55,64,60,52,,51,66,72,,78,,,,62,3.475,Second Class Lower
Male,24,kwara,UTME,70,,78,,61,,53,,55,,,45,51,56,59,,,,,61,63,,,,,64,,,54,,,45,50,49,62,,,57,,,,,,62,45,53,57,65,53,63,,,,66,,45,67,,,,73,,,,,53,,61,,70,,65,,48,,,,51,58,,,,,,,,,45,66,46,53,62,45,64,45,60,60,,,,,,71,,,,46,52,,,68,,48,,,,,,,65,69,60,60,47,69,49,,70,87,72,,83,,,,65,3.4375,Second Class Lower
Female,20,kwara,UTME,90,,66,,,,64,,55,,,66,49,56,68,,,,,62,70,,54,,,71,,,61,,,45,63,50,58,,,67,,,,,,72,45,45,60,54,68,62,,,,68,,72,72,,,,70,,,,,57,,56,,66,,54,,58,,,,65,63,,,,,,,,,45,56,58,56,54,47,67,47,63,65,,,,,,56,,,,49,63,,,45,,66,,,,,,,61,69,54,53,65,59,57,,70,45,55,,79,,,,61,3.273809524,Second Class Lower
Female,18,kwara,UTME,77,,73,,61,,69,,77,,,70,53,56,64,,,,55,75,67,,,,,71,,,62,,,45,63,77,78,,,78,,,,,,72,53,59,67,66,80,63,,,,93,,68,66,,,66,67,,,,,65,,76,,67,,79,,61,,,,64,69,,,,,,,,,45,61,62,68,75,55,78,60,71,73,,,,,,65,,,,58,68,,,75,,64,,,,,,,60,78,71,64,71,62,58,,61,75,72,,82,,,,68,4.12195122,Second Class Upper
Female,18,kwara,UTME,87,,79,,,,71,,,,,50,61,55,66,,,,,83,71,,61,,73,70,,,57,,,45,59,72,64,,,69,,,,,,63,45,53,61,65,74,60,,,,80,,66,73,,,,70,,,,66,70,,75,,72,,74,,53,,,,57,68,,,,,,,,,47,62,65,69,70,69,68,67,70,71,54,,,,,55,,,,64,64,,,72,,66,,,,,,,63,74,57,67,64,60,63,,53,81,78,,75,,,,65,4.092592593,Second Class Upper
Male,22,kwara,UTME,72,,79,,57,,68,,42,,,45,57,56,58,,,,,61,67,,,,,71,,,58,,,45,53,65,63,,,68,,,,,,61,49,52,58,72,75,57,,,,84,,74,51,,,,67,,,,,58,,65,,71,,56,,53,,,,50,65,,,,,,,,,45,61,49,57,65,64,79,45,64,70,,,,,,65,,,,47,65,,,53,,61,,,,,,,60,71,63,62,70,38,52,,63,82,68,,74,,,,64,3.43373494,Second Class Lower
Male,19,kogi,UTME,93,,81,,70,,87,,57,,,52,66,70,72,,,,,60,65,77,,,,72,,,66,,,55,68,74,66,,,72,,,,,,71,54,67,68,69,88,67,,,,90,,79,83,,,71,65,,,,,70,,76,,67,,71,,65,,,,66,69,,,,,,,,,58,61,64,78,68,75,79,66,77,82,,,,,,54,,,,78,68,,,62,,71,,,,,,,64,68,62,60,63,77,67,,61,70,72,,82,,,,66,4.21875,Second Class Upper
Female,19,ekiti,UTME,83,,69,,58,,62,,54,,,51,55,46,66,,,,,50,67,,,,,62,,,57,,,45,61,61,61,,,70,,,,,,61,50,53,45,62,65,49,,,,75,,64,71,,,,71,,,,,55,,79,,65,,65,,55,,,,55,50,,,,,,,,,45,60,54,64,70,54,70,54,71,66,,,,,,60,,,,46,56,,,73,,58,,,,,,,61,58,65,57,63,53,50,,68,71,60,,75,,,,65,3.487951807,Second Class Lower
Female,20,kwara,UTME,81,,75,,52,,62,,72,,,50,57,45,60,,,,,58,65,,56,,,64,,,52,,,52,59,52,64,,,78,,,,,,54,45,48,67,60,67,57,,,,66,,56,67,,,,65,,,,48,61,,68,,59,,73,,52,,,,45,53,,,,,,,,,45,61,45,59,73,47,64,45,54,70,,,,,,63,,,,47,59,,,67,,65,,,,,,,56,68,47,49,58,54,46,,70,60,74,,77,,,,62,3.407407407,Second Class Lower
Female,22,kwara,UTME,80,,72,,61,,62,,63,,,45,60,62,64,,,,,45,67,55,,,75,71,,,54,,,45,54,50,51,,,66,,,,,,60,45,53,49,63,60,59,,,,53,,52,68,,,60,67,,,,,47,,75,,70,,56,,45,,,,54,51,,,,,,,,,45,63,50,55,54,56,64,49,61,60,,,,,,66,,,,45,59,,,45,,68,,,,,,,60,60,45,46,66,73,49,,57,65,67,,76,,,,65,3.295180723,Second Class Lower
Male,23,kwara,UTME,87,,79,,72,,67,,71,,,50,53,57,75,,,,,61,75,,,,,48,,,52,,,45,62,54,64,,,64,,,,,,57,45,59,66,65,60,58,,,,75,,68,66,,,,70,,,,,54,,71,,66,,72,,55,,,,60,48,,,,,,,,,45,65,53,53,61,53,72,45,66,70,,,,,,70,,,,60,64,,,68,,73,,,,,,,59,64,58,57,62,61,51,,57,58,54,,70,,,,61,3.6875,Second Class Upper
Female,23,kwara,UTME,89,,81,,,,75,,71,,,53,55,63,67,,,,,67,64,,67,,,75,,,59,,,52,75,68,57,,,76,,,,,,69,57,65,74,71,73,45,,,,89,,75,70,,,,64,,,,60,65,,62,,66,,74,,52,,,,57,76,,,,,,,,,54,63,65,63,55,71,77,55,68,62,,,,,,73,,,,64,69,,,66,,65,,,,,,,66,84,74,72,80,58,67,,66,87,81,,80,,,,64,4.04375,Second Class Upper
Male,19,osun,UTME,72,,67,,61,,54,,52,,,45,55,54,51,,,,,45,71,,,,,57,,,49,,,45,48,50,51,,,58,,,,,,52,45,54,48,58,51,49,,,,62,,50,67,,,,72,,,,,45,,62,,70,,53,,45,,,,45,58,,,,,,,,,45,52,46,45,58,59,55,48,54,67,,,,,,57,,,,45,50,,,52,,45,,,,,,,59,64,52,46,55,56,48,,65,74,50,,55,,,,55,2.787878788,Second Class Lower
Female,18,osun,UTME,75,,62,,53,,54,,,,,45,45,45,45,,,,,45,58,,60,,,73,,,49,,,52,52,46,62,,,58,,,,,,51,45,45,59,55,55,45,,,,58,,45,50,,,70,60,,,,,45,,71,,66,,61,,58,,,,50,73,,,,,,,,,45,57,45,45,68,45,58,45,58,,,,,,,57,,,,45,53,,,74,,59,,,,,,,61,59,49,54,56,53,45,,57,46,72,,70,,,,63,2.829411765,Second Class Lower
Female,21,ogun,UTME,90,,72,,67,,78,,77,,,47,64,58,62,,,,,63,66,,,,,71,,,55,,,48,60,61,72,,,83,,,,,,74,46,68,56,66,71,64,,,,79,,68,76,,,,66,,,,,57,,66,,66,,73,,60,,,,54,60,,,,,,,,,46,64,47,70,67,60,71,47,76,70,,,,,,60,,,,71,70,,,73,,65,,,,,,,66,70,62,67,60,63,62,,60,73,67,,61,,,,62,4.044303797,Second Class Upper
Female,18,kwara,UTME,70,,64,,,,50,,50,,,50,45,45,59,,,,,53,62,,56,,,71,,,45,,,45,57,72,61,,,67,,,,,,50,45,46,61,59,47,45,,,,52,,50,61,,,,70,,,,,58,,64,,65,,57,,45,,,,45,54,,,,,,,,,45,63,46,54,61,45,55,45,67,70,,,,,,57,,,,71,52,,,63,,61,,,,,,,61,59,56,58,62,60,45,,58,60,73,,69,,,,64,3.119760479,Second Class Lower
Male,17,ogun,UTME,91,,72,,,,71,,70,,,53,62,59,59,,,,,71,63,58,,,78,60,,,49,,,51,49,52,69,,,74,,,,,,61,49,52,55,60,71,47,,,,64,,64,71,,,57,63,,,,,66,,61,,70,,65,,67,,,,60,60,,,,,,,,,45,54,52,67,60,52,64,53,66,76,57,,,,,54,,,,64,68,,,73,,69,,,,,,,65,61,63,64,69,66,55,,50,83,77,,71,,,,60,3.76875,Second Class Upper
Female,20,kwara,UTME,71,,58,,62,,49,,63,,,48,66,47,54,,,,,45,65,,,,,56,,,45,,,45,52,53,61,,,70,,,,,,58,45,45,45,60,58,53,,,,58,,52,63,,,,65,,,,,60,,63,,47,,67,,53,,,,48,48,,,,,,,,,45,56,51,45,56,46,62,45,63,70,,,,,,60,,,,45,48,,,62,,61,,,,,,,60,62,53,50,58,57,48,,61,85,56,,77,,,,65,3.023668639,Second Class Lower
Male,16,kwara,UTME,68,,69,,64,,59,,58,,,45,57,45,46,,,,,45,69,,53,,56,71,,,51,,,54,49,47,48,,,57,,,,,,45,45,56,57,52,45,54,,,,55,,63,69,,,,49,,,,,50,,45,,67,,60,,50,,,,47,57,,,,,,,,,45,60,53,45,70,53,65,51,55,57,,,,,,72,,,,45,57,,,65,,58,,,,,,,62,62,55,46,53,56,47,,56,62,54,,75,,,,62,2.916666667,Second Class Lower
